medium,name,prints_available,artist_followers,num_views,material,subject,artist_name,date,num_favs,size,artist_country,price,artist_NoOfArts
Oil,Arrival at the Platform,Prints,7,377,Canvas,Train,Hiroshi Sato,2016-01-01.000,38,50  H x  64  W x  1.8  in,United States,$11000.00,(5)
"Acrylic, Gold Leaf, silver leaf",Sunset on the Marsh,,1,32,Canvas,Abstract,Christi Parks,2017-01-01.000,4,20  H x  16  W x  1  in,United States,$560.00,(3)
"Acrylic, Oilstick, Pastel, Charcoal, Tape",The Thought of Thinking Less,Prints,187,556,Canvas,Abstract,Taylor O Thomas,2015-01-01.000,20,31  H x  22  W x  1.5  in,United States,$1740.00,(67)
Acrylic,TAXI DRIVER,,235,867,Canvas,Cities,jean-humbert savoldelli,2015-01-22.000,9,31.5  H x  31.5  W x  0.8  in,France,$1590.00,(241)
"Acrylic, Oil, Spray Paint",Yorky,,58,389,Wood,Cities,Marieke Bekke,2016-02-05.000,15,32  H x  55  W x  2  in,Netherlands,$1250.00,(58)
Oil,Blue Becomes Red,Prints,4,529,Paper,Abstract,Jessica Mitchell,2012-09-01.000,22,11  H x  14  W x  0  in,United States,$1340.00,(26)
Acrylic,Untitled - A/34,,372,48,Canvas,People,Majid Eskandari,2017-01-01.000,4,48  H x  36  W x  0.1  in,Canada,$6700.00,(67)
"Acrylic, Mixed Medium, collage",Compass,,1,20,Wood,Abstract,Mo Hamilton,2016-01-01.000,2,16  H x  12  W x  1.5  in,Canada,$760.00,(5)
Oil,Good Country People,Prints,286,946,Canvas,People,Jacob Broussard,2013-01-01.000,18,48  H x  74  W x  2  in,United States,$5610.00,(56)
Oil,Palma del Dorado,Prints,15,26,Canvas,Landscape,Gerhardt Isringhaus,2017-01-01.000,1,14  H x  22  W x  0.1  in,Mexico,$1140.00,(266)
"Ink, Airbrush",Worktable in blue,,138,1195,Canvas,Still Life,Sophie Walraven,2013-01-02.000,27,15.7  H x  19.7  W x  1.6  in,Netherlands,$830.00,(75)
"Oil, Acrylic, Wax",It's alive,,8,1270,Canvas,Light,mher khachatryan,2014-10-05.000,43,48  H x  120  W x  2  in,United States,$34000.00,(23)
"Oil, Paper",Stickers,,313,884,Wood,Portrait,Rossina Bossio,2016-01-01.000,41,13.8  H x  11.8  W x  1.2  in,Colombia,$880.00,(20)
Acrylic,Boraly,,196,103,Canvas,Floral,Isabelle Pelletane,2017-01-01.000,9,39.4  H x  39.4  W x  0.8  in,France,$2010.00,(142)
"Oil, Acrylic","Abstract landscape ""Lavender Mist""",,62,1480,Canvas,Landscape,Henrieta Angel,2016-04-02.000,27,30  H x  24  W x  0.5  in,United States,$530.00,(67)
Oil,blue,Prints,214,634,Canvas,People,Erekle Kiparoidze,2015-12-14.000,17,19.7  H x  15.7  W x  1.2  in,Georgia,$360.00,(50)
Oil,Pink Eye,Prints,483,1368,Canvas,Portrait,Oleksandr Balbyshev,2016-01-01.000,35,31.5  H x  23.6  W x  0.8  in,Ukraine,$640.00,(120)
Oil,Wroble,Prints,146,303,Canvas,Animal,Katarzyna Litwin,2016-01-01.000,15,7.9  H x  7.9  W x  0.8  in,Netherlands,$135.00,(137)
"Ink, Oil",Were silence has a sound,,1,505,Canvas,Nature,Carita Schmidt,2014-12-12.000,15,47.2  H x  31.5  W x  0.8  in,Germany,$2390.00,(3)
Oil,Woman #1,,147,801,Canvas,Women,Adam Wever-Glen,2016-01-01.000,30,12  H x  12  W x  1  in,United States,$240.00,(41)
Oil,swordsman cat,Prints,621,646,Canvas,Animal,Liu Chenyang,2016-01-01.000,41,23.6  H x  19.7  W x  1.2  in,China,$980.00,(94)
"Gouache, Tempera, Goldpigment",Untitled,,15,155,Canvas,Landscape,Gesa Reuter,2015-01-01.000,5,19.7  H x  39.4  W x  0.8  in,Germany,$1490.00,(37)
Acrylic,Give It To Me Baby,Prints,33,697,Canvas,Erotic,Ricardo Horta,2015-01-01.000,9,47.2  H x  39.4  W x  1.2  in,Brazil,$2550.00,(34)
"Gouache, Acrylic, Watercolor",Hunter's Moon,,471,1416,Canvas,Nature,Sarah Giannobile,2016-01-01.000,59,12  H x  9  W x  2  in,United States,$506.00,(99)
Oil,Vision,Prints,25,330,Canvas,Language,Sejben Lajos,2016-01-01.000,13,11.8  H x  11.8  W x  1  in,Hungary,$395.00,(307)
"Oil, Enamel",Melancholy,Prints,188,1697,Canvas,Women,Donatella Marraoni,2016-01-01.000,20,15.7  H x  11.8  W x  1.6  in,Italy,$710.00,(382)
Oil,DANCING TREE-SOLO IN THE AUTUMN FIELD,,12,71,Canvas,Landscape,Dengke Zhang,2016-01-01.000,12,31.5  H x  31.5  W x  1.2  in,,$16000.00,(12)
"Acrylic, Oil",06/10 (Torso),,18,820,Canvas,Abstract,Bruno Kuhlmann,2010-01-01.000,15,37.4  H x  53.1  W x  2  in,Germany,$6750.00,(24)
Oil,Jumping rope in colorfield,,1,41,Canvas,Abstract,Denny Baggen,2015-01-01.000,5,39.4  H x  15.7  W x  1.6  in,Netherlands,$2290.00,(17)
"Acrylic, Oil",Caribbean Cool,,61,1053,Paper,Culture,Hannah Antalek,2014-06-01.000,17,30  H x  42  W x  0  in,United States,$840.00,(19)
Acrylic,we,,3,299,Canvas,Family,Mare Šuljak,2014-09-01.000,3,39.4  H x  47.2  W x  2  in,Croatia,$2510.00,(6)
"Acrylic, Ink",Roadside Fragmentation,Prints,44,269,"Canvas, Wood",Abstract,James W Johnson,2014-08-22.000,15,25  H x  19  W x  1.5  in,United States,$2390.00,(66)
Oil,My little Wookiee,,1115,2145,Canvas,Popular culture,Super Future Kid,2015-01-30.000,42,55.1  H x  42.1  W x  0.8  in,United Kingdom,$3850.00,(149)
"Acrylic, Oil, Spray Paint","APOCALYPSE KLAUS, 2015, mixed media on canvas, 200x150cm",,321,1004,Canvas,Abstract,Marc Jung,2015-06-13.000,18,78.7  H x  59.1  W x  1.6  in,Germany,$5710.00,(174)
Acrylic,No4,Prints,139,631,Canvas,Abstract,Bach Nguyen,2016-01-01.000,10,31.5  H x  39.4  W x  1  in,Vietnam,$2750.00,(177)
Watercolor,To  sweet heaven.,Prints,429,1852,Paper,Women,Yulia Luchkina,2015-01-01.000,43,11.8  H x  14.8  W x  0  in,Russia,$2950.00,(787)
"Gouache, Ink, Watercolor, Acrylic",Norton Island by Dead Tree,Prints,8,354,Paper,Landscape,Andrea Cukier's Paintings,2008-08-13.000,9,12  H x  7.5  W x  0  in,United States,$445.00,(22)
"Acrylic, Oil, Charcoal, Ink, Pastel",A Boat of words,,1,51,"Canvas, Paper, Wood, Soft (Yarn, Cotton, Fabric), Other",Abstract,Avivit Ballas Baranes,2012-01-01.000,7,16  H x  12  W x  0.4  in,Israel,$1640.00,(3)
Oil,Leda,Prints,87,675,Canvas,Body,Katia Weyher,2014-05-15.000,8,31.1  H x  31.1  W x  0.4  in,France,$2390.00,(100)
"Oil, Gesso, Graphite, Pencil, Digital",Aphrodite,,135,227,Canvas,Water,Josep Moncada,2015-01-01.000,4,59.1  H x  59.1  W x  3  in,Spain,$19800.00,(15)
"Gesso, Oil",Right Angle Medley,,389,1085,Wood,Architecture,Patty Neal,2015-01-01.000,27,12.5  H x  33.5  W x  2  in,United States,$2550.00,(108)
Wax,Principia 14,,141,118,"Wood, Other",Outer Space,Helen dooley,2016-01-01.000,10,10.6  H x  17.3  W x  1.2  in,Sweden,$640.00,(115)
Acrylic,"""Elle ne sait pas encore bien écrire""",,2,23,Canvas,Landscape,Victoria Dael,2016-01-01.000,1,27.6  H x  19.7  W x  0.8  in,Russia,$1340.00,(25)
Acrylic,A Look Beyond the Surface. Hazy Morning,Prints,155,1308,Canvas,Abstract,Ursula Radel-Leszczynski,2014-01-01.000,18,27.6  H x  39.4  W x  0.7  in,Austria,$1440.00,(115)
New Media,Iron chloride  5,,106,78,Paper,Abstract,Johann Nußbächer,1986-01-01.000,2,39.4  H x  27.6  W x  0.8  in,Germany,$3250.00,(808)
Acrylic,Birch Tree,,32,38,Canvas,Landscape,Nataliya Stupak,2017-01-01.000,2,12  H x  12  W x  1.5  in,Canada,$180.00,(111)
Oil,The Best People,,51,1219,Canvas,Abstract,Alice Neave,2013-01-01.000,45,31.5  H x  31.5  W x  2.4  in,United Kingdom,$2750.00,(23)
Acrylic,colours_rectangles,,5,259,Canvas,Abstract,Thorsten Fuhrmann,2013-01-01.000,9,15.7  H x  19.7  W x  0.8  in,Germany,$650.00,(8)
Oil,Upward,,63,435,Canvas,Seascape,joanne parent,2015-01-01.000,12,36  H x  24  W x  0.8  in,United States,$3650.00,(67)
Oil,Strewn,,33,490,Canvas,Landscape,Tamara Dubnyckyj,2015-01-01.000,15,31.9  H x  44.1  W x  1.6  in,United Kingdom,$2660.00,(41)
Acrylic,Abstract 909,,88,118,Canvas,Abstract,Yonatan Menashe,2017-01-01.000,10,28  H x  28  W x  2  in,Israel,$1050.00,(74)
"oil, Spray Paint",Tips,Prints,36,296,Canvas,Abstract,Sharona Eliassaf,2015-03-01.000,3,22  H x  28  W x  2  in,United States,$2750.00,(48)
Chalk,Annahme,,908,648,Canvas,Women,corinna wagner,2016-01-01.000,36,31.5  H x  15.7  W x  1.4  in,Germany,$1889.00,(352)
"Ink, Household, Watercolor",Fellowship # 1,Prints,38,967,Paper,Nature,Igor Pose,2011-05-01.000,26,16.3  H x  11.6  W x  0  in,Belgium,$610.00,(627)
Oil,"""Hakama №1""",Prints,378,1347,Canvas,Women,Natalia Baykalova,2016-02-22.000,27,36.2  H x  49.2  W x  1.2  in,Russia,$1990.00,(116)
Acrylic,ABSTRACT/ Times square (large),,140,1101,Canvas,Abstract,Paresh Nrshinga,2004-05-15.000,29,40  H x  40  W x  1  in,United Kingdom,$1000.00,(269)
"Oil, Paper",The Courageous,Prints,134,257,Wood,Women,Shelby McQuilkin,2016-01-01.000,13,36  H x  36  W x  2  in,United States,$2950.00,(66)
Oil,Creature Vignettes,,5,79,Wood,Abstract,Jessica Jokhi,2016-01-01.000,7,18  H x  24  W x  2  in,United States,$2750.00,(14)
Acrylic,ALLAH (adoration garden),Prints,169,339,"Cardboard, Paper",Abstract,Mahdi Almasi,2016-01-01.000,7,27.6  H x  19.7  W x  0.4  in,Iran,$2750.00,(129)
"Household, Paint, Acrylic",LTM10 Strange Fish,Prints,79,1521,Paper,Nature,Geoffrey Howard,2015-01-01.000,33,16  H x  20  W x  0.1  in,United Kingdom,$760.00,(205)
Acrylic,Cheyenne,,8,1079,Canvas,Abstract,Susie Barrett Art,2015-05-25.000,31,16  H x  40  W x  1.5  in,United States,$2250.00,(68)
"Acrylic, Oil, Spray Paint",yesterday,Prints,715,1932,Canvas,Abstract,Marta Zawadzka,2015-07-07.000,13,31.5  H x  27.6  W x  0.8  in,Poland,$1340.00,(210)
Oil,Marie,,57,861,Wood,Women,Josephine Kahng,2015-01-15.000,15,20  H x  16  W x  1.5  in,United States,$1060.00,(16)
"Acrylic, Ink, Graphite, Paint, Watercolor pencil",Shadow & Fog,,115,831,Canvas,Abstract,Alyce Gottesman,2013-01-01.000,27,48  H x  36  W x  1.5  in,United States,$5060.00,(17)
Oil,Kreta - Mediterranean view,Prints,71,358,Canvas,Aerial,Anna Kefaloyianni,2009-01-01.000,7,39.4  H x  27.6  W x  1.2  in,Greece,$2250.00,(64)
Oil,"""Velvet #1""",Prints,25,763,"Canvas, Wood",Floral,Ron Harris,2015-01-01.000,36,48  H x  36  W x  1.5  in,United States,$3000.00,(29)
"Acrylic, Paper, wallpaper, Oil stick","""Hiatus""",Prints,28,178,Canvas,Abstract,Helena Gullstrom,2017-01-01.000,6,40  H x  30  W x  1.5  in,United States,$3660.00,(6)
"Acrylic, Enamel, Gouache, Spray Paint, Oil",Swiss Miss,Prints,633,2076,Wood,Abstract,William LaChance,2016-01-01.000,60,48  H x  42  W x  2  in,United States,$7050.00,(69)
Oil,Flow,,0,27,Canvas,Abstract,Yeonhwa Hur,2016-01-01.000,2,23  H x  18  W x  1  in,,$500.00,(6)
Oil,Frozen lake,,42,562,Cardboard,Landscape,Misia Konopka,2011-03-03.000,17,30.5  H x  27.5  W x  0.5  in,Poland,$1940.00,(54)
Oil,"Flame of a candle, the shadow",Prints,124,240,Canvas,Abstract,Valeria Duca,2007-01-01.000,12,28  H x  20  W x  2  in,United Kingdom,$5210.00,(121)
"Oil, Color, Gelatin, Wood, Textile",Loosing innocence,,3,143,"Canvas, Wood",Children,Gabriela Fussa,2013-01-01.000,13,31.5  H x  27.6  W x  1.2  in,Moldova,$1990.00,(15)
"Acrylic, Oil",Maja,Prints,123,944,Canvas,Nude,Maria Iciak,2014-04-26.000,22,27.6  H x  39.4  W x  1.2  in,Poland,$1690.00,(96)
"Oil, Acrylic","Cap Gris Nez, ( walk I)",Prints,3,375,Other,Dogs,Heike Ludewig,2015-11-03.000,12,5.9  H x  7.9  W x  0.8  in,Germany,$660.00,(14)
Oil,Madame Alfred Carrriere,,3,276,Wood,Floral,Nneka Uzoigwe,2016-02-19.000,13,49.3  H x  24.2  W x  0.5  in,,$4430.00,(10)
Acrylic,You call this mowing the lawn?! Bad Dog! No biscuit!,Prints,32,738,Canvas,Humor,Mena Ganey,2012-12-14.000,7,20  H x  20  W x  2  in,United States,$890.00,(23)
Oil,Landslide,Prints,6,259,Canvas,Nature,Sandra Boskamp,2008-01-01.000,8,24  H x  18  W x  0.8  in,,$660.00,(14)
"Acrylic, Gesso, Ink, Oil",Kimono,Prints,194,1549,Canvas,Women,Emelie Jegerings,2016-04-14.000,37,47.2  H x  39.4  W x  1  in,Netherlands,$3450.00,(65)
oil,Sunday Morning,Prints,101,413,Canvas,People,tatyana ostapenko,2015-01-01.000,7,18  H x  24  W x  1  in,United States,$710.00,(61)
"Acrylic, Marker, Charcoal, Graphite",Game On!,,792,1973,Canvas,Wall,Sander Steins,2015-01-01.000,31,19.7  H x  19.7  W x  1  in,Netherlands,$930.00,(202)
"Ink, Oil",Roadhouse Town,Prints,222,1048,Canvas,Abstract,Patty Beaton,2014-12-31.000,11,24  H x  18  W x  1.5  in,Canada,$470.00,(183)
Oil,Tempête II,Prints,1,239,Canvas,Seascape,Ellen Catlin,2013-05-15.000,13,20  H x  16  W x  1  in,,$700.00,(3)
Oil,Tom,Prints,29,841,Canvas,Portrait,elkanu ford,2015-01-09.000,19,30  H x  24  W x  0.5  in,United States,$1140.00,(112)
Watercolor,Venice,Prints,24,357,"Canvas, Paper",Cities,Nadera Benmansour,2016-01-01.000,30,11.4  H x  9.1  W x  0.6  in,France,$240.00,(27)
Oil,blue mosque,Prints,4,140,Canvas,Travel,Miroslava Fedchenko,2015-01-01.000,7,34.8  H x  31.1  W x  0.4  in,Ukraine,$1190.00,(28)
"Acrylic, Oil, Wood",Introspection,,1,366,Canvas,Abstract,Sandile Peta,2016-01-01.000,16,29.5  H x  19.7  W x  1.8  in,South Africa,$1200.00,(21)
Acrylic,BLOSSOMS,,151,427,Canvas,Floral,Michelle Yap,2016-01-01.000,9,58  H x  56  W x  1  in,Malaysia,$3250.00,(107)
Oil,Intellectual cat,Prints,138,497,Canvas,Cats,Olena Kamenetska-Ostapchuk,2007-01-01.000,22,31.5  H x  39.4  W x  1.2  in,Ukraine,$3250.00,(236)
"Acrylic, Spray Paint",Melt back To Start,,626,686,Canvas,People,Erin Armstrong,2016-01-01.000,7,48  H x  36  W x  2  in,Canada,$3350.00,(159)
Oil,"""Figures 36""",,14,826,Paper,Portrait,Nicole Le Groumellec,2014-05-22.000,24,33.1  H x  23.2  W x  1.6  in,France,$465.00,(82)
"Ink, Watercolor",Renaissance,,109,491,Paper,Men,Marcel Garbi,2015-05-26.000,3,25.6  H x  19.7  W x  0  in,United Kingdom,$835.00,(663)
Oil,Ocean 49,Prints,12,414,Canvas,Abstract,Marino Chanlatte,2017-01-01.000,9,20  H x  24  W x  1.5  in,,$640.00,(111)
"Acrylic, Plastic",Organic Fluid B2,Prints,6,271,Plastic,Abstract,Nick Cialdella,2016-01-01.000,14,11  H x  8.5  W x  0.2  in,Hong Kong,$350.00,(14)
Oil,Four Letter Word for L...,,65,2614,Canvas,People,Reid McLachlan,2010-01-01.000,11,56  H x  42  W x  1.5  in,Canada,$3910.00,(35)
"Acrylic, Tempera, Watercolor, Color",Green point,,4,101,"Canvas, Wood",Abstract,Zdeněk Spour,2013-01-01.000,4,77  H x  77  W x  2  in,,$4910.00,(4)
"Acrylic, Spray Paint, Paint",Mind Blown series #4,,23,66,Canvas,People,Sona Mirzaei,2015-01-01.000,1,54  H x  60  W x  2  in,United States,$11000.00,(58)
Watercolor,Hortensias à l'aquarelle - watercolor hydrangea,Prints,18,1850,Paper,Floral,Nathalie Martet,2014-04-05.000,33,11.8  H x  8.7  W x  0  in,France,$940.00,(4)
Acrylic,Headstrong,,187,866,Wood,Landscape,Elyce Abrams,2014-01-01.000,10,20  H x  16  W x  1  in,United States,$930.00,(287)
Oil,Butterfly,,725,2522,Canvas,Abstract,Kirstin McCoy,2015-01-01.000,64,31.5  H x  31.5  W x  0.8  in,,$5550.00,(68)
Oil,Visceral Landscape #10,,77,1195,Canvas,Landscape,J M Culver,2005-09-10.000,29,24  H x  30  W x  0.8  in,United States,$3850.00,(75)
Acrylic,Little girl,,2,24,Paper,Children,Art Monkey,2016-01-01.000,2,27.5  H x  19.6  W x  0.1  in,Ukraine,$480.00,(16)
Oil,Girl,,30,365,"Canvas, Wood",Body,Irina Yourova,2014-01-24.000,8,16  H x  20  W x  2  in,Ukraine,$630.00,(17)
Oil,Autumn Flowers,Prints,2,584,Canvas,Garden,Diana Delander,2013-11-13.000,7,14  H x  16  W x  0.5  in,United States,$2640.00,(7)
"Gouache, Ink, Pencil, Paper",Shadows of Thoughts,Prints,335,318,Paper,Abstract,Carol McDermott,2016-01-01.000,10,18.5  H x  15.5  W x  0.1  in,United Kingdom,$1079.00,(229)
Watercolor,Stone bug,,4,388,Paper,Animal,Ana Teresa Baile,2015-03-12.000,13,15.7  H x  11.8  W x  0.4  in,,$445.00,(7)
Oil,Walking,Prints,164,1013,Canvas,People,Marta Lipowska,2014-12-14.000,18,15.7  H x  19.7  W x  0.8  in,Poland,$880.00,(281)
"Oil, Charcoal",Dreamers,,0,36,Canvas,Landscape,Suzanne DeCuir,2017-01-01.000,3,18  H x  24  W x  1.5  in,United States,$785.00,(6)
Oil,Pavilion,Prints,232,838,Canvas,Landscape,Ron Cooper,2015-11-02.000,24,14  H x  18  W x  1.3  in,United States,$830.00,(56)
Oil,Red Boat,Prints,8,585,Canvas,Boat,Vladimir Brandiyski,2010-03-11.000,10,11.8  H x  15.7  W x  0.8  in,Bulgaria,$890.00,(26)
Watercolor,A game of shadows,Prints,13,321,Paper,Still Life,Nina Kirova,2016-01-01.000,23,9.3  H x  13.4  W x  0  in,Bulgaria,$335.00,(55)
Oil,Breathe,Prints,3,183,Canvas,Body,siho Im,2013-12-24.000,9,20.9  H x  25.6  W x  1.2  in,South Korea,$2190.00,(7)
"Household, Oil, Gesso",crowded square white,,16,505,"Wood, Other",Abstract,Tineke Porck,2011-01-01.000,16,9.8  H x  9.8  W x  1.6  in,Netherlands,$1030.00,(12)
Oil,wave,Prints,15,541,Canvas,Seascape,oksana ponomareva,2015-01-01.000,15,27.6  H x  35.4  W x  1  in,Russia,$1690.00,(77)
Oil,Neutral Studies #2,Prints,96,1362,Paper,Geometric,stephen cimini,2016-01-01.000,11,22  H x  22  W x  0.1  in,United States,$680.00,(99)
Oil,See Green,,0,187,Canvas,Water,Christine D'Addario,2016-01-01.000,12,40  H x  40  W x  1.5  in,United States,$3200.00,(5)
Acrylic,The single mother,,6,3874,Canvas,Family,Gabriel Ruhi Tuna,2011-11-10.000,10,18  H x  24  W x  0.6  in,Canada,$1640.00,(25)
Oil,Sunset,Prints,84,1503,Canvas,Landscape,Bogdan Vynarchyk,2015-01-14.000,32,23.6  H x  19.7  W x  0.8  in,Ukraine,$580.00,(129)
Acrylic,Courage 08.01,Prints,25,309,Wood,Abstract,Tammy Silbermann,2017-01-01.000,12,8  H x  8  W x  0.3  in,Canada,$165.00,(36)
"Paint, Paper, Pastel",Blessings of Spring - Mother and Foal,Prints,50,636,Canvas,Horse,Katrina Jones,2014-04-17.000,9,20  H x  16  W x  1.5  in,United States,$1540.00,(100)
Oil,Still life with oranges and jug in proposed 18C hollow frame,,44,174,"Canvas, Carbon Fibre",Still Life,david stanley,2016-01-01.000,9,10  H x  14  W x  0.5  in,United Kingdom,$735.00,(27)
Oil,Cloudburst Over Marsh,,78,192,Canvas,Landscape,Katherine Kean,2016-01-01.000,8,40  H x  40  W x  2  in,United States,$4910.00,(48)
"Oil, Charcoal",Garden Pushpin,,704,92,Canvas,Abstract,Matthew Dibble,2017-01-01.000,6,52  H x  64  W x  1.5  in,United States,$6200.00,(500)
"Gesso, Oil",Y.L ids 33,,343,3650,Canvas,Fantasy,Woojung Son,2013-01-01.000,52,39.4  H x  78.7  W x  0.8  in,South Korea,$12000.00,(42)
"Acrylic, Fabric, Ink, Gesso, Plaster",Synergy,Prints,300,758,Canvas,Abstract,Alex Raynham,2015-01-01.000,82,31.6  H x  31.6  W x  1.9  in,Turkey,$765.00,(32)
Oil,In The Wake Of Silence,Prints,131,474,Canvas,Landscape,Andy Waite,2014-06-01.000,21,31.5  H x  35.4  W x  1.6  in,United Kingdom,$3200.00,(40)
Acrylic,Mechanic,Prints,165,4102,Wood,Landscape,Albert Guasch,2007-01-01.000,36,39.4  H x  39.4  W x  1.2  in,Spain,$2950.00,(11)
"Acrylic, Household",Untitled in 4 Corners,,3,340,Paper,Abstract,Ataru Kozuru,2014-12-01.000,9,13.8  H x  11  W x  0.1  in,Japan,$495.00,(1)
Watercolor,Bird in the sky,,5,261,Paper,Animal,Ksenia Sapunkova,2016-02-25.000,9,9  H x  12  W x  0  in,Canada,$690.00,(6)
Oil,#6 ( 'Nothing private' seria),,27,171,Canvas,Landscape,Lucy Ivanova,2015-01-01.000,10,39.4  H x  49.2  W x  0.1  in,Ukraine,$760.00,(37)
"Oil, Paint",Contemporary Living,,6,686,Canvas,Interiors,Carl Anderson,2015-01-01.000,40,35.4  H x  35.4  W x  1.2  in,United Kingdom,$2622.38,(6)
Acrylic,Nippon's dreams - Innerscapes series,Prints,246,558,Other,Children,justine formentelli,2016-01-01.000,12,11.8  H x  7.9  W x  0.2  in,United Kingdom,$560.00,(108)
"Oil, Spray Paint",The Water's Edge,Prints,11,127,Other,Water,Cara Enteles,2013-08-29.000,6,36  H x  48  W x  1.3  in,United States,$6950.00,(9)
Acrylic,WRAPPING UP CHAPTER ONE,,35,705,Wood,Abstract,Karen Santos,2014-06-01.000,17,24  H x  12  W x  0.8  in,Canada,$360.00,(43)
Oil,Spring on the pass,Prints,452,1014,Canvas,Landscape,Shandor Alexander,2014-01-01.000,36,29.5  H x  31.5  W x  1.2  in,Ukraine,$1360.00,(299)
Oil,Bay WAtch 06,,447,1263,Canvas,People,Stephanie Ho,2015-01-01.000,17,7.9  H x  19.7  W x  1.6  in,United Kingdom,$1140.00,(106)
"Airbrush, Acrylic, Paint",Untitled,Prints,30,22,Canvas,People,Edgar Invoker,2017-01-01.000,3,27.6  H x  23.6  W x  0.8  in,Russia,$440.00,(28)
Oil,After the Flood,Prints,395,1916,"Canvas, Soft (Yarn, Cotton, Fabric)",Abstract,jelena b,2015-01-01.000,35,36  H x  36  W x  1.5  in,United States,$1110.00,(131)
"Acrylic, Oil",SPRING 2016/05,,3,484,Canvas,Floral,Andris Melngalvis,2016-01-01.000,7,23.6  H x  47.2  W x  1  in,Latvia,$8200.00,(12)
"Acrylic, Spray Paint",Still (Real) LYF 29,,65,531,"Soft (Yarn, Cotton, Fabric)",Still Life,Mike Carney,2016-01-01.000,14,40  H x  52  W x  1.5  in,United States,$2950.00,(35)
"Acrylic, Ink, Watercolor",Alra,Prints,212,2542,Paper,Landscape,Evie Kitt,2014-09-12.000,60,16.5  H x  11.4  W x  0  in,United Kingdom,$1075.00,(71)
Oil,Red dress,,5,120,Canvas,Portrait,Anna Afzelius-Alm,2016-01-01.000,14,15.7  H x  15.7  W x  1.5  in,Sweden,$456.00,(28)
Oil,The Marina.,,39,213,Canvas,Boat,Dorian Allworthy,2010-01-01.000,4,21  H x  16  W x  0.5  in,United States,$1005.00,(87)
"Watercolor, Ink, Pencil",A Redpoll Explosion on a Powdered Morn,,2,50,Paper,Nature,Tanya Beyer,2012-01-01.000,5,14  H x  18  W x  1  in,United States,$395.00,(12)
"Paint, Watercolor, Ink",Gold sky of north Kyoto,Prints,73,640,Paper,Travel,Oscar Lett,2014-01-01.000,14,9.4  H x  12.5  W x  0.2  in,United States,$550.00,(37)
Oil,Deer,Prints,14,168,Canvas,Animal,Gavin Ross,2015-01-01.000,11,11.8  H x  9.1  W x  1.2  in,Greece,$560.00,(9)
Acrylic,Greed,Prints,278,1729,Canvas,Abstract,Khalid Alzayani,2015-01-01.000,17,31.5  H x  27.6  W x  0.5  in,United Arab Emirates,$1050.00,(96)
Acrylic,hares 2,,56,139,Canvas,Animal,Sandra Vick,2015-01-01.000,13,23.6  H x  23.6  W x  0.8  in,United Kingdom,$880.00,(35)
"Oil, Acrylic",Red iron,Prints,153,1079,Canvas,Architecture,Luigi Maria de Rubeis,1973-11-30.000,16,55.1  H x  55.1  W x  2  in,Italy,$3410.00,(106)
"Acrylic, cbarcka, charcoal, oil pastel, collage",Seems Like A Bat,,339,1829,Canvas,Abstract,Daniela Schweinsberg,2015-01-01.000,63,9.8  H x  9.8  W x  0.8  in,Germany,$505.00,(178)
"Acrylic, Charcoal, Plaster",Spontaneous agony,,23,372,Canvas,Abstract,Viktor Fuček,2016-01-01.000,1,35.4  H x  27.6  W x  0.8  in,Slovakia,$1290.00,(41)
Oil,May dawn,,20,431,Canvas,Seasons,lee panizza,2004-01-01.000,12,45  H x  58  W x  1  in,United Kingdom,$4255.00,(52)
Oil,Weaver,,17,129,Canvas,Nature,Kerry Thompson,2016-01-01.000,8,34  H x  34  W x  2  in,United States,$2790.00,(13)
"Acrylic, Oil, Spray Paint",CUPIDITY,Prints,3,279,Canvas,People,Ali Yigit Gumus,2015-04-15.000,13,59.1  H x  74.8  W x  1  in,Turkey,$4910.00,(2)
Acrylic,Chromophore 1,Prints,3,164,Paper,Abstract,Marcia Santore,2016-01-01.000,4,30  H x  22  W x  0.1  in,United States,$540.00,(27)
Acrylic,Selfie,,22,132,Canvas,Women,Agne Kisonaite,2015-01-01.000,6,39.4  H x  27.6  W x  0.8  in,Lithuania,$3550.00,(11)
